separator,schema,table_name,column_count,total_size,table_size,index_count,table_comment
--- TABLE ---,public,activity_logs,7,504 kB,288 kB,3,
--- TABLE ---,public,ai_requests,13,128 kB,8192 bytes,7,Tracks AI API requests for analytics and billing
--- TABLE ---,public,ai_settings,8,104 kB,8192 bytes,6,AI provider settings for users
--- TABLE ---,public,audit_logs,8,224 kB,104 kB,2,Application audit log for key security-sensitive actions.
--- TABLE ---,public,auto_reply_settings,22,40 kB,0 bytes,4,
--- TABLE ---,public,business_profile_history,8,1056 kB,344 kB,4,
--- TABLE ---,public,error_logs,24,88 kB,0 bytes,9,Centralized error logging for client and server-side errors
--- TABLE ---,public,gmb_accounts,18,312 kB,32 kB,13,
--- TABLE ---,public,gmb_locations,46,2928 kB,592 kB,38,Real-time enabled: Updates broadcast to subscribed clients
--- TABLE ---,public,gmb_media,13,4008 kB,1664 kB,15,Stores media items (photos/videos) from Google My Business locations
--- TABLE ---,public,gmb_metrics,10,96 kB,16 kB,3,
--- TABLE ---,public,gmb_performance_metrics,12,864 kB,192 kB,14,Stores daily performance metrics from Business Profile Performance API
--- TABLE ---,public,gmb_posts,24,120 kB,0 bytes,14,Stores GMB posts for composing and scheduling Business Profile posts
--- TABLE ---,public,gmb_questions,37,552 kB,48 kB,28,Real-time enabled: Changes broadcast to subscribed clients
--- TABLE ---,public,gmb_reviews,51,5784 kB,2312 kB,37,Stores Google My Business reviews with AI analysis and reply management
--- TABLE ---,public,gmb_search_keywords,12,6288 kB,1648 kB,13,Stores search keyword impressions from Business Profile Performance API
--- TABLE ---,public,gmb_sync_logs,12,624 kB,392 kB,3,
--- TABLE ---,public,notifications,18,64 kB,0 bytes,7,
--- TABLE ---,public,oauth_states,6,160 kB,24 kB,6,Stores temporary OAuth state parameters for secure OAuth flow
--- TABLE ---,public,performance_metrics,7,40 kB,0 bytes,4,
--- TABLE ---,public,profiles,10,168 kB,32 kB,6,
--- TABLE ---,public,rate_limit_requests,7,48 kB,0 bytes,5,
--- TABLE ---,public,sync_status,8,112 kB,16 kB,4,"Tracks GMB sync runs (status, progress, timings) for each user/account"
--- TABLE ---,public,weekly_task_recommendations,17,112 kB,8192 bytes,6,
separator,table_name,ordinal_position,column_name,data_type,full_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale,datetime_precision,underlying_type,column_comment
--- COLUMN ---,gmb_posts,14,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_posts,15,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_posts,16,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,gmb_posts,17,post_type,text,text,YES,'whats_new'::text,,,,,text,
--- COLUMN ---,gmb_posts,18,post_id,text,text,YES,,,,,,text,Google My Business post ID from API
--- COLUMN ---,gmb_posts,19,cta_type,text,text,YES,,,,,,text,"Call-to-action button type (BOOK, ORDER, etc.)"
--- COLUMN ---,gmb_posts,20,cta_url,text,text,YES,,,,,,text,URL for call-to-action button
--- COLUMN ---,gmb_posts,21,start_date,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_posts,22,end_date,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_posts,23,is_archived,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_posts,24,archived_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_questions,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,gmb_questions,2,gmb_account_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_questions,3,location_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_questions,4,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_questions,5,external_question_id,text,text,YES,,,,,,text,External question ID from Google if available
--- COLUMN ---,gmb_questions,6,question_text,text,text,NO,,,,,,text,
--- COLUMN ---,gmb_questions,7,author_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,8,author_type,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,9,answer_text,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,10,answered_by,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,11,answered_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_questions,12,answer_status,text,text,YES,'pending'::text,,,,,text,
--- COLUMN ---,gmb_questions,13,ai_suggested_answer,text,text,YES,,,,,,text,AI-generated suggested answer for the question
--- COLUMN ---,gmb_questions,14,ai_confidence_score,numeric,"numeric(3,2)",YES,,,3,2,,numeric,Confidence score (0-1) for AI-generated answer
--- COLUMN ---,gmb_questions,15,upvote_count,integer,"integer(32,0)",YES,0,,32,0,,int4,
--- COLUMN ---,gmb_questions,16,is_featured,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_questions,17,is_hidden,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_questions,18,language_code,text,text,YES,'en'::text,,,,,text,
--- COLUMN ---,gmb_questions,19,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,gmb_questions,20,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_questions,21,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_questions,22,synced_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_questions,23,author_profile_photo_url,text,text,YES,,,,,,text,URL to question author profile photo
--- COLUMN ---,gmb_questions,24,question_id,text,text,YES,,,,,,text,Google My Business question ID for API calls
--- COLUMN ---,gmb_questions,25,asked_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_questions,26,author_display_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,27,answer_id,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,28,total_answer_count,integer,"integer(32,0)",YES,0,,32,0,,int4,
--- COLUMN ---,gmb_questions,29,status,text,text,YES,'pending'::text,,,,,text,
--- COLUMN ---,gmb_questions,30,priority,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,31,question_url,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,32,google_resource_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,33,internal_notes,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,34,ai_category,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_questions,35,ai_answer_generated,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_questions,36,is_archived,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_questions,37,archived_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,gmb_reviews,2,location_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_reviews,3,external_review_id,text,text,YES,,,,,,text,Unique review ID from Google My Business API
--- COLUMN ---,gmb_reviews,4,reviewer_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,5,rating,integer,"integer(32,0)",NO,,,32,0,,int4,
--- COLUMN ---,gmb_reviews,6,review_text,text,text,YES,,,,,,text,Review comment text
--- COLUMN ---,gmb_reviews,7,review_date,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,Date the review was created
--- COLUMN ---,gmb_reviews,8,reply_text,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,9,reply_date,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,Date the reply was created
--- COLUMN ---,gmb_reviews,10,has_reply,boolean,boolean,YES,false,,,,,bool,Whether the review has a reply
--- COLUMN ---,gmb_reviews,11,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,12,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,13,user_id,uuid,uuid,YES,,,,,,uuid,Foreign key to auth.users table - owner of this review
--- COLUMN ---,gmb_reviews,14,ai_sentiment,text,text,YES,,,,,,text,"AI-analyzed sentiment: positive, neutral, or negative"
--- COLUMN ---,gmb_reviews,15,gmb_account_id,uuid,uuid,YES,,,,,,uuid,Foreign key to gmb_accounts table
--- COLUMN ---,gmb_reviews,16,ai_generated_response,text,text,YES,,,,,,text,AI-suggested reply text for this review
--- COLUMN ---,gmb_reviews,17,review_id,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,18,comment,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,19,review_reply,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,20,replied_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,21,ai_suggested_reply,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,22,status,text,text,YES,'pending'::text,,,,,text,
--- COLUMN ---,gmb_reviews,23,has_response,boolean,boolean,YES,false,,,,,bool,Whether the review has a response
--- COLUMN ---,gmb_reviews,24,response_text,text,text,YES,,,,,,text,The response text for the review
--- COLUMN ---,gmb_reviews,25,responded_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,When the response was created
--- COLUMN ---,gmb_reviews,26,auto_reply_enabled,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_reviews,27,auto_reply_status,character varying,character varying(50),YES,,50,,,,varchar,
--- COLUMN ---,gmb_reviews,28,ai_generated_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,29,ai_sent_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,30,reviewer_profile_photo_url,text,text,YES,,,,,,text,URL to reviewer profile photo from Google
--- COLUMN ---,gmb_reviews,31,reply_timestamp,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,When the reply was posted to Google
--- COLUMN ---,gmb_reviews,32,review_timestamp,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,When the review was posted on Google
--- COLUMN ---,gmb_reviews,33,account_id,text,text,YES,,,,,,text,Google My Business account ID for API calls
--- COLUMN ---,gmb_reviews,34,google_my_business_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,35,review_url,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,36,reviewer_display_name,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,37,is_verified_purchase,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_reviews,38,response,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,39,ai_sentiment_score,numeric,"numeric(3,2)",YES,,,3,2,,numeric,
--- COLUMN ---,gmb_reviews,40,ai_reply_generated,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_reviews,41,ai_confidence_score,numeric,"numeric(3,2)",YES,,,3,2,,numeric,
--- COLUMN ---,gmb_reviews,42,response_priority,text,text,YES,,,,,,text,Priority level for responding to this review
--- COLUMN ---,gmb_reviews,43,internal_notes,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,44,flagged_reason,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_reviews,45,tags,ARRAY,ARRAY,YES,,,,,,_text,
--- COLUMN ---,gmb_reviews,46,synced_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,47,is_archived,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,gmb_reviews,48,archived_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_reviews,49,is_anonymized,boolean,boolean,YES,false,,,,,bool,Personal data has been anonymized
--- COLUMN ---,gmb_reviews,50,metadata,jsonb,jsonb,YES,,,,,,jsonb,
--- COLUMN ---,gmb_reviews,51,ai_sentiment_analysis,jsonb,jsonb,YES,,,,,,jsonb,
--- COLUMN ---,gmb_search_keywords,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,gmb_search_keywords,2,gmb_account_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_search_keywords,3,location_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_search_keywords,4,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_search_keywords,5,search_keyword,text,text,NO,,,,,,text,The lower-cased search keyword that users used to find the business
--- COLUMN ---,gmb_search_keywords,6,month_year,date,date,NO,,,,,0,date,
--- COLUMN ---,gmb_search_keywords,7,impressions_count,bigint,"bigint(64,0)",NO,0,,64,0,,int8,Number of unique users who searched for this keyword in the month
--- COLUMN ---,gmb_search_keywords,8,threshold_value,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,gmb_search_keywords,9,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,gmb_search_keywords,10,synced_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_search_keywords,11,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_search_keywords,12,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_sync_logs,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,gmb_sync_logs,2,gmb_account_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_sync_logs,3,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,gmb_sync_logs,4,phase,text,text,NO,,,,,,text,
--- COLUMN ---,gmb_sync_logs,5,status,text,text,NO,'started'::text,,,,,text,
--- COLUMN ---,gmb_sync_logs,6,started_at,timestamp with time zone,timestamp with time zone,NO,now(),,,,6,timestamptz,
--- COLUMN ---,gmb_sync_logs,7,ended_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,gmb_sync_logs,8,duration_ms,integer,"integer(32,0)",YES,,,32,0,,int4,
--- COLUMN ---,gmb_sync_logs,9,counts,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,gmb_sync_logs,10,error,text,text,YES,,,,,,text,
--- COLUMN ---,gmb_sync_logs,11,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,gmb_sync_logs,12,created_at,timestamp with time zone,timestamp with time zone,NO,now(),,,,6,timestamptz,
--- COLUMN ---,notification_stats,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,notification_stats,2,unread_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,notification_stats,3,read_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,notification_stats,4,new_reviews_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,notification_stats,5,new_questions_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,notification_stats,6,new_media_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,notification_stats,7,latest_unread_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,notifications,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,notifications,2,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,notifications,3,type,text,text,NO,,,,,,text,
--- COLUMN ---,notifications,4,title,text,text,NO,,,,,,text,
--- COLUMN ---,notifications,5,message,text,text,NO,,,,,,text,
--- COLUMN ---,notifications,6,link,text,text,YES,,,,,,text,
--- COLUMN ---,notifications,7,read,boolean,boolean,YES,false,,,,,bool,
--- COLUMN ---,notifications,8,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,notifications,9,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,notifications,10,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,notifications,11,notification_type,text,text,YES,,,,,,text,"Type of Google Business Profile notification (e.g., NEW_REVIEW, NEW_QUESTION)"
--- COLUMN ---,notifications,12,location_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,notifications,13,location_name,text,text,YES,,,,,,text,"Google resource name for the location (e.g., locations/12345)"
--- COLUMN ---,notifications,14,review_name,text,text,YES,,,,,,text,"Google resource name for the review (e.g., locations/12345/reviews/67890)"
--- COLUMN ---,notifications,15,question_name,text,text,YES,,,,,,text,Google resource name for the question
--- COLUMN ---,notifications,16,answer_name,text,text,YES,,,,,,text,Google resource name for the answer
--- COLUMN ---,notifications,17,media_name,text,text,YES,,,,,,text,Google resource name for the media item
--- COLUMN ---,notifications,18,raw_data,jsonb,jsonb,YES,,,,,,jsonb,Complete notification data from Google Pub/Sub
--- COLUMN ---,oauth_states,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,oauth_states,2,state,text,text,NO,,,,,,text,Unique random state parameter for OAuth security
--- COLUMN ---,oauth_states,3,user_id,uuid,uuid,YES,,,,,,uuid,Reference to the user initiating the OAuth flow
--- COLUMN ---,oauth_states,4,expires_at,timestamp with time zone,timestamp with time zone,NO,,,,,6,timestamptz,When this state expires (typically 30 minutes)
--- COLUMN ---,oauth_states,5,used,boolean,boolean,YES,false,,,,,bool,Whether this state has been used in the callback
--- COLUMN ---,oauth_states,6,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,performance_metrics,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,performance_metrics,2,name,text,text,NO,,,,,,text,
--- COLUMN ---,performance_metrics,3,value,numeric,numeric,NO,,,,,,numeric,
--- COLUMN ---,performance_metrics,4,unit,text,text,NO,,,,,,text,
--- COLUMN ---,performance_metrics,5,timestamp,timestamp with time zone,timestamp with time zone,NO,now(),,,,6,timestamptz,
--- COLUMN ---,performance_metrics,6,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,performance_metrics,7,metadata,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,
--- COLUMN ---,profiles,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,profiles,2,email,text,text,NO,,,,,,text,
--- COLUMN ---,profiles,3,full_name,text,text,YES,,,,,,text,
--- COLUMN ---,profiles,4,avatar_url,text,text,YES,,,,,,text,
--- COLUMN ---,profiles,5,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,profiles,6,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,profiles,7,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,profiles,8,provider_sub,text,text,YES,,,,,,text,
--- COLUMN ---,profiles,9,last_login,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,profiles,10,phone,text,text,YES,,,,,,text,User phone number (from auth.users.phone)
--- COLUMN ---,rate_limit_requests,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,rate_limit_requests,2,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,rate_limit_requests,3,action,text,text,NO,,,,,,text,
--- COLUMN ---,rate_limit_requests,4,created_at,timestamp with time zone,timestamp with time zone,NO,now(),,,,6,timestamptz,
--- COLUMN ---,rate_limit_requests,5,endpoint,text,text,YES,,,,,,text,
--- COLUMN ---,rate_limit_requests,6,ip_address,inet,inet,YES,,,,,,inet,
--- COLUMN ---,rate_limit_requests,7,user_agent,text,text,YES,,,,,,text,
--- COLUMN ---,review_stats_view,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,review_stats_view,2,total_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,review_stats_view,3,pending_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,review_stats_view,4,responded_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,review_stats_view,5,response_rate,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,review_stats_view,6,avg_rating,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,review_stats_view,7,positive_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,review_stats_view,8,neutral_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,review_stats_view,9,negative_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,sync_status,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,sync_status,2,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,sync_status,3,account_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,sync_status,4,status,text,text,NO,'pending'::text,,,,,text,
--- COLUMN ---,sync_status,5,progress,integer,"integer(32,0)",NO,0,,32,0,,int4,
--- COLUMN ---,sync_status,6,started_at,timestamp with time zone,timestamp with time zone,NO,now(),,,,6,timestamptz,
--- COLUMN ---,sync_status,7,finished_at,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,sync_status,8,meta,jsonb,jsonb,YES,'{}'::jsonb,,,,,jsonb,"Optional JSON with section counts, errors, or diagnostics"
--- COLUMN ---,v_dashboard_stats,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,v_dashboard_stats,2,total_locations,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,3,total_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,4,avg_rating,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_dashboard_stats,5,pending_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,6,replied_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,7,pending_questions,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,8,recent_reviews,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_dashboard_stats,9,avg_response_rate,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_dashboard_stats,10,calculated_response_rate,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_error_summary,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,v_error_summary,2,severity,integer,"integer(32,0)",YES,,,32,0,,int4,
--- COLUMN ---,v_error_summary,3,error_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_error_summary,4,resolved_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_error_summary,5,last_error,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,v_notification_summary,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,v_notification_summary,2,type,text,text,YES,,,,,,text,
--- COLUMN ---,v_notification_summary,3,total_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_notification_summary,4,unread_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_notification_summary,5,last_notification,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,v_performance_summary,1,user_id,uuid,uuid,YES,,,,,,uuid,
--- COLUMN ---,v_performance_summary,2,name,text,text,YES,,,,,,text,
--- COLUMN ---,v_performance_summary,3,measurement_count,bigint,"bigint(64,0)",YES,,,64,0,,int8,
--- COLUMN ---,v_performance_summary,4,avg_value,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_performance_summary,5,min_value,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_performance_summary,6,max_value,numeric,numeric,YES,,,,,,numeric,
--- COLUMN ---,v_performance_summary,7,median_value,double precision,,YES,,,53,,,float8,
--- COLUMN ---,v_performance_summary,8,p95_value,double precision,,YES,,,53,,,float8,
--- COLUMN ---,v_performance_summary,9,last_measured,timestamp with time zone,timestamp with time zone,YES,,,,,6,timestamptz,
--- COLUMN ---,weekly_task_recommendations,1,id,uuid,uuid,NO,gen_random_uuid(),,,,,uuid,
--- COLUMN ---,weekly_task_recommendations,2,user_id,uuid,uuid,NO,,,,,,uuid,
--- COLUMN ---,weekly_task_recommendations,3,week_start_date,date,date,NO,,,,,0,date,
--- COLUMN ---,weekly_task_recommendations,4,week_end_date,date,date,NO,,,,,0,date,
--- COLUMN ---,weekly_task_recommendations,5,tasks,jsonb,jsonb,YES,'[]'::jsonb,,,,,jsonb,
--- COLUMN ---,weekly_task_recommendations,6,insights,text,text,YES,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,7,created_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
--- COLUMN ---,weekly_task_recommendations,8,title,text,text,NO,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,9,description,text,text,YES,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,10,category,text,text,YES,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,11,priority,text,text,YES,'medium'::text,,,,,text,
--- COLUMN ---,weekly_task_recommendations,12,effort_level,text,text,YES,'moderate'::text,,,,,text,
--- COLUMN ---,weekly_task_recommendations,13,estimated_minutes,integer,"integer(32,0)",YES,0,,32,0,,int4,
--- COLUMN ---,weekly_task_recommendations,14,status,text,text,YES,'pending'::text,,,,,text,
--- COLUMN ---,weekly_task_recommendations,15,reasoning,text,text,YES,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,16,expected_impact,text,text,YES,,,,,,text,
--- COLUMN ---,weekly_task_recommendations,17,updated_at,timestamp with time zone,timestamp with time zone,YES,now(),,,,6,timestamptz,
separator,table_name,constraint_name,column_name,ordinal_position
--- PRIMARY KEY ---,activity_logs,activity_logs_pkey,id,1
--- PRIMARY KEY ---,ai_requests,ai_requests_pkey,id,1
--- PRIMARY KEY ---,ai_settings,ai_settings_pkey,id,1
--- PRIMARY KEY ---,audit_logs,audit_logs_pkey,id,1
--- PRIMARY KEY ---,auto_reply_settings,auto_reply_settings_pkey,id,1
--- PRIMARY KEY ---,business_profile_history,business_profile_history_pkey,id,1
--- PRIMARY KEY ---,error_logs,error_logs_pkey,id,1
--- PRIMARY KEY ---,gmb_accounts,gmb_accounts_pkey,id,1
--- PRIMARY KEY ---,gmb_locations,gmb_locations_pkey,id,1
--- PRIMARY KEY ---,gmb_media,gmb_media_pkey,id,1
--- PRIMARY KEY ---,gmb_metrics,gmb_metrics_pkey,id,1
--- PRIMARY KEY ---,gmb_performance_metrics,gmb_performance_metrics_pkey,id,1
--- PRIMARY KEY ---,gmb_posts,gmb_posts_pkey,id,1
--- PRIMARY KEY ---,gmb_questions,gmb_questions_pkey,id,1
--- PRIMARY KEY ---,gmb_reviews,gmb_reviews_pkey,id,1
--- PRIMARY KEY ---,gmb_search_keywords,gmb_search_keywords_pkey,id,1
--- PRIMARY KEY ---,gmb_sync_logs,gmb_sync_logs_pkey,id,1
